,status,totalResults,source,author,title,description,url,urlToImage,publishedAt,content
16,ok,1902,"{'id': 'reuters', 'name': 'Reuters'}",,"China COVID controls makes Apple supplier Pegatron ""emphasise"" expansion elsewhere - Reuters.com","China's recent lockdowns to control the spread of COVID-19 have made Apple Inc <a href=""https://www.reuters.com/companies/AAPL.O"" target=""_blank"">(AAPL.O)</a> iPhone assembler Pegatron Corp <a href=""https://www.reuters.com/companies/4938.TW"" target=""_blank"">(…",https://www.reuters.com/technology/china-covid-controls-makes-apple-supplier-pegatron-emphasise-expansion-elsewhere-2022-06-15/,https://www.reuters.com/resizer/EILmRbUvGyvi-B2yYCaLdIyLWXU=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/LR3DVSBXEJPKZCSFLF4ZN25KIE.jpg,2022-06-15T06:56:00Z,"TAIPEI, June 15 (Reuters) - China's recent lockdowns to control the spread of COVID-19 have made Apple Inc (AAPL.O) iPhone assembler Pegatron Corp (4938.TW) ""emphasise"" its expansion in other countri… [+2013 chars]"
17,ok,1902,"{'id': 'reuters', 'name': 'Reuters'}",,"A U.S. FCC commissioner urges Apple, Google to boot TikTok from app stores - Reuters","A Republican member of the Federal Communications Commission has urged the chief executives of Apple Inc <a href=""https://www.reuters.com/companies/AAPL.O"" target=""_blank"">(AAPL.O)</a> and Alphabet Inc's <a href=""https://www.reuters.com/companies/GOOGL.O"" tar…",https://www.reuters.com/technology/us-fcc-commissioner-urges-apple-google-boot-tiktok-app-stores-2022-06-29/,https://www.reuters.com/resizer/qXCgKjOAccuupeXRnmneQIpf5ag=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/GY3H2WOXNJJNPKT4BQWNSBLZQA.jpg,2022-06-29T23:29:00Z,"WASHINGTON/NEW YORK, June 29 (Reuters) - A Republican member of the Federal Communications Commission has urged the chief executives of Apple Inc (AAPL.O) and Alphabet Inc's (GOOGL.O) Google to kick … [+2445 chars]"
18,ok,1902,"{'id': 'reuters', 'name': 'Reuters'}",,Apple's Cook urges U.S. lawmakers to pass federal privacy law - Reuters,"Apple Inc <a href=""https://www.reuters.com/companies/AAPL.O"" target=""_blank"">(AAPL.O)</a> Chief Executive Tim Cook on Friday sent a letter to a group of U.S. lawmakers asking them to pass federal privacy legislation, according to a copy of the letter seen by …",https://www.reuters.com/world/us/apples-cook-urges-us-lawmakers-pass-federal-privacy-law-2022-06-10/,https://www.reuters.com/resizer/5JrH22X9RjQ73PMGZpKwk-6NdPQ=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/EP3X2HMUGJKNNHMMJZNTBNX2TM.jpg,2022-06-10T16:38:00Z,"June 10 (Reuters) - Apple Inc (AAPL.O) Chief Executive Tim Cook on Friday sent a letter to a group of U.S. lawmakers asking them to pass federal privacy legislation, according to a copy of the letter… [+458 chars]"
19,ok,1902,"{'id': 'reuters', 'name': 'Reuters'}",,Australia's BNPL stocks wilt after Apple announces entry - Reuters.com,"Australia's 'buy now, pay later' shares (BNPL) dived on Tuesday after Apple <a href=""https://www.reuters.com/companies/AAPL.O"" target=""_blank"">(AAPL.O)</a> launched its pay later service, at a time when surging interest rates, stubborn prices and geopolitical…",https://www.reuters.com/markets/stocks/australias-bnpl-stocks-wilt-after-apple-announces-entry-2022-06-07/,https://www.reuters.com/resizer/pL-riMbkTJLqIjdeJ9ETOpdWAP4=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/KAZGT6TCANO6FFBBQAZDZK7AYU.jpg,2022-06-07T09:26:00Z,"June 7 (Reuters) - Australia's 'buy now, pay later' shares (BNPL) dived on Tuesday after Apple (AAPL.O) launched its pay later service, at a time when surging interest rates, stubborn prices and geop… [+1683 chars]"
20,ok,1902,"{'id': 'reuters', 'name': 'Reuters'}",,Tesla to seek investor approval for 3-for-1 stock split - Reuters.com,"Electric vehicle maker Tesla Inc <a href=""https://www.reuters.com/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> on Friday proposed a stock split at a three-to-one ratio in the form of a stock dividend, according to a regulatory filing.",https://www.reuters.com/business/autos-transportation/tesla-seek-investor-approval-3-for-1-stock-split-2022-06-10/,https://www.reuters.com/resizer/IXD7adVJ1XXzl0QrDlsCryANo6s=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/E6MJUYOIQBICHMXH2RD3JWRGHA.jpg,2022-06-10T20:59:00Z,"June 10 (Reuters) - Electric vehicle maker Tesla Inc (TSLA.O) on Friday proposed a stock split at a three-to-one ratio in the form of a stock dividend, according to a regulatory filing.
The proposal… [+927 chars]"
21,ok,1902,"{'id': None, 'name': 'MacRumors'}",Sami Fathi,Craig Federighi Talks iOS 16 Lock Screen Redesign and More in Annual WWDC Episode of 'The Talk Show',"Apple's senior vice president of software engineering, Craig Federighi, joined by Apple's senior vice president of marketing, Greg Joswiak, have talked at length about iOS 16's lock screen redesign, iPadOS 16's and macOS Ventura's new ""Stage Manager"" feature,…",https://www.macrumors.com/2022/06/10/craig-federighi-wwdc-2022-talk-show/,https://images.macrumors.com/t/mrSggu7FOvK1f6kSJEe5VnRl8tg=/1600x/article-new/2022/06/craig-ios-16-wwdc.jpeg,2022-06-10T14:17:53Z,"Apple's senior vice president of software engineering, Craig Federighi, joined by Apple's senior vice president of marketing, Greg Joswiak, have talked at length about iOS 16's lock screen redesign, … [+553 chars]"
22,ok,1902,"{'id': 'reuters', 'name': 'Reuters'}",,Nasdaq futures tumble 3% on aggressive rate hike bets - Reuters,Futures tracking the tech-heavy Nasdaq tumbled nearly 3% on Monday as a widely watched part of the Treasury yield curve inverted on growing fears that aggressive interest rate hikes by the Federal Reserve will tip the economy into recession.,https://www.reuters.com/business/nasdaq-futures-tumble-3-aggressive-rate-hike-bets-2022-06-13/,https://www.reuters.com/resizer/b5H7M3pVhZjAimMNUCWca2ZwxLQ=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/MWGCSXXDZVLXPI6S2I6BGZCHXU.jpg,2022-06-13T09:42:00Z,June 13 (Reuters) - Futures tracking the tech-heavy Nasdaq tumbled nearly 3% on Monday as a widely watched part of the Treasury yield curve inverted on growing fears that aggressive interest rate hik… [+1316 chars]
23,ok,1902,"{'id': 'reuters', 'name': 'Reuters'}",,"Berkshire Hathaway buys 9.9 mln more Occidental shares, has 17.4% stake - Reuters","Warren Buffett's Berkshire Hathaway Inc <a href=""https://www.reuters.com/companies/BRKa.N"" target=""_blank"">(BRKa.N)</a> said it has bought another 9.9 million shares of Occidental Petroleum Corp <a href=""https://www.reuters.com/companies/OXY.N"" target=""_blank…",https://www.reuters.com/markets/europe/berkshire-hathaway-buys-99-mln-more-occidental-shares-has-174-stake-2022-07-02/,https://www.reuters.com/resizer/Wj62GL9wEGSPkubXnJrNNyoAdZk=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/KURUTFYS2FP3HLWTPP52CB2QXU.jpg,2022-07-02T03:11:00Z,"July 1 (Reuters) - Warren Buffett's Berkshire Hathaway Inc (BRKa.N) said it has bought another 9.9 million shares of Occidental Petroleum Corp (OXY.N), giving it a 17.4% stake in the oil company.
Be… [+1977 chars]"
24,ok,1902,"{'id': None, 'name': 'MacRumors'}",Hartley Charlton,"Volkswagen CEO Skeptical About Apple Car, Believes in CarPlay-Only Approach","Volkswagen CEO Herbert Diess is skeptical that Apple is planning to sell a physical vehicle and believes that the company is focusing on cockpit software instead (via Reuters).





Diess made the comments at the hub.berlin technology conference in Berlin, wh…",https://www.macrumors.com/2022/06/22/volkswagen-ceo-skeptical-about-apple-car/,https://images.macrumors.com/t/o6oM5ukmF9Sr_pIZzACoQJpkjyM=/1960x/article-new/2022/06/next-generation-carplay-multi-display.jpg,2022-06-22T12:36:29Z,"Volkswagen CEO Herbert Diess is skeptical that Apple is planning to sell a physical vehicle and believes that the company is focusing on cockpit software instead (via Reuters).
Diess made the commen… [+1720 chars]"
25,ok,1902,"{'id': 'financial-post', 'name': 'Financial Post'}","Zeba Siddiqui, Reuters","Apple and Android phones hacked by Italian spyware, Google says - Financial Post","<ol><li>Apple and Android phones hacked by Italian spyware, Google says  Financial Post
</li><li>Google Warns of New Spyware Targeting iOS and Android Users  WIRED
</li><li>Why you don't need to worry about the recent Italian iPhone hacker attack  Macworld…",https://financialpost.com/pmn/business-pmn/apple-and-android-phones-hacked-by-italian-spyware-google-says,,2022-06-23T16:30:14Z,"Author of the article:
Article content
SAN FRANCISCO An Italian companys hacking tools were used to spy on Apple Inc and Android smartphones in Italy and Kazakhstan, Alphabet Incs Google said in a … [+4235 chars]"
26,ok,1902,"{'id': 'reuters', 'name': 'Reuters'}",,Futures edge higher after Monday's rout on Wall Street - Reuters.com,U.S. stock index futures pointed to a potential rebound on Wall Street on Tuesday after a sharp selloff in the previous session pushed the S&P 500 into bear market territory.,https://www.reuters.com/markets/europe/futures-edge-higher-after-mondays-rout-wall-street-2022-06-14/,https://www.reuters.com/resizer/exs-5404ylGdYEOvhC_sTnA2kYE=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/7QZDC7PUHRKQLAJWSZT2BIIHOI.jpg,2022-06-14T11:28:00Z,"June 14 (Reuters) - U.S. stock index futures pointed to a potential rebound on Wall Street on Tuesday after a sharp selloff in the previous session pushed the S&amp;P 500 into bear market territory.… [+2379 chars]"
27,ok,1902,"{'id': 'reuters', 'name': 'Reuters'}",,Wall St set to extend bounce as inflation fears ease - Reuters.com,"U.S. stock index futures edged higher on Monday, setting up Wall Street to extend gains from the previous week after a slide in commodity prices eased worries of prolonged inflation.",https://www.reuters.com/markets/europe/wall-st-set-extend-bounce-inflation-fears-ease-2022-06-27/,https://www.reuters.com/resizer/WQ2YuH9z1Gxv_bPSSobCmCgbC3U=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/6BDGN6JZSZIG3FO32AEZRTVUNQ.jpg,2022-06-27T11:19:00Z,"June 27 (Reuters) - U.S. stock index futures edged higher on Monday, setting up Wall Street to extend gains from the previous week after a slide in commodity prices eased worries of prolonged inflati… [+2193 chars]"
28,ok,1902,"{'id': 'reuters', 'name': 'Reuters'}",,Futures edge lower as Fed hawks push for faster rate hikes - Reuters.com,U.S. stock index futures dipped on Wednesday after several Federal Reserve policymakers made the case for faster interest rate hikes to bring down high inflation.,https://www.reuters.com/markets/europe/futures-edge-lower-fed-hawks-push-faster-rate-hikes-2022-06-29/,https://www.reuters.com/resizer/T3gIM1PXxAz4XxiHO7hc5Nl_feI=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/H5FGPLRHWRKXFGBNJV4XXB6NNM.jpg,2022-06-29T11:57:00Z,"June 29 (Reuters) - U.S. stock index futures dipped on Wednesday after several Federal Reserve policymakers made the case for faster interest rate hikes to bring down high inflation.
Investors are n… [+2115 chars]"
29,ok,1902,"{'id': 'reuters', 'name': 'Reuters'}",,Ashurst expands U.S. footprint with office opening in Austin - Reuters.com,"International law firm Ashurst said Thursday it opened its third U.S. outpost in Austin, Texas, amid an influx of firms setting up shop in the city.",https://www.reuters.com/legal/legalindustry/ashurst-expands-us-footprint-with-office-opening-austin-2022-06-23/,https://www.reuters.com/resizer/AYrk_or9ehInZz41PW1N9YBGNQ0=/728x381/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/UR4VPDY3FNO5VG4NOX2KIB4U5Q.jpg,2022-06-23T19:55:00Z,"(Reuters) - International law firm Ashurst said Thursday it opened its third U.S. outpost in Austin, Texas, amid an influx of firms setting up shop in the city.
Ashurst is among a small group of U.K… [+1888 chars]"
30,ok,1902,"{'id': 'reuters', 'name': 'Reuters'}",,"Global smartphone, PC shipments to decline in 2022 on China slowdown - Gartner - Reuters.com","China's slowing economy and an inflation-driven drop in consumer spending are expected to drag down global shipments of computers and smartphones this year, according to research firm Gartner.",https://www.reuters.com/technology/global-smartphone-pc-shipments-decline-2022-china-slowdown-gartner-2022-06-30/,https://www.reuters.com/resizer/2vvPgEqhFFGS-mnURNlibN66x3s=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/HWNV43ZZJVKADEXEWOKYZT5LEY.jpg,2022-06-30T07:10:00Z,"June 30 (Reuters) - China's slowing economy and an inflation-driven drop in consumer spending are expected to drag down global shipments of computers and smartphones this year, according to research … [+1512 chars]"
31,ok,1902,"{'id': 'reuters', 'name': 'Reuters'}",,Futures jump after worst week for S&P 500 since March 2020 - Reuters,U.S. stock index futures climbed on Tuesday as investors returned from a long weekend to scoop up shares of megacap growth companies and banks that were hammered in a rout last week on worries over a global economic downturn.,https://www.reuters.com/markets/europe/futures-jump-after-worst-week-sp-500-since-march-2020-2022-06-21/,https://www.reuters.com/resizer/ihLx6GouRIHQIiq32PDw3qAjR7I=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/UPGECQWKRZNDRNEDYMCTFFBQKQ.jpg,2022-06-21T10:48:00Z,June 21 (Reuters) - U.S. stock index futures climbed on Tuesday as investors returned from a long weekend to scoop up shares of megacap growth companies and banks that were hammered in a rout last we… [+2158 chars]
32,ok,1902,"{'id': 'reuters', 'name': 'Reuters'}",,Futures tumble on last day of a torrid first-half on growth fears - Reuters.com,U.S. stock index futures slid on Thursday on the last day of a dismal first-half of the year on worries that central banks determined to tame inflation will hamper global economic growth.,https://www.reuters.com/markets/europe/futures-tumble-last-day-torrid-first-half-growth-fears-2022-06-30/,https://www.reuters.com/resizer/YuguxBCg4P2AiEKWkyHKf-b9GFc=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/33TAHTUZMFNOVFEMQ3TC6XDP3Y.jpg,2022-06-30T10:54:00Z,June 30 (Reuters) - U.S. stock index futures slid on Thursday on the last day of a dismal first-half of the year on worries that central banks determined to tame inflation will hamper global economic… [+2036 chars]
